,count,mean,std,min,25%,50%,75%,max,median,skew,missing
"IC50, mM",969.0,220.72622262590548,397.1724412668451,0.0035166937452085,12.51539592355676,45.33835485746233,231.3730891061837,4128.529376550779,45.33835485746233,3.757993024984578,0
"CC50, mM",969.0,586.4199081061884,633.6244640930536,0.700807912518016,99.9993451254412,424.1662130966011,891.7769249748073,4538.976188530915,424.1662130966011,1.996706846945047,0
SI,969.0,73.96790739197124,695.5646651515174,0.0114892694558855,1.488095238095238,3.899999999999999,16.375,15620.6,3.899999999999999,17.72817388879493,0
